Autosomes 1_19,Mitochondrial M,Sex XY,Bgd_Si 350 MeV/n_4,FociPerGy_Si 350 MeV/n_4,Bgd_Si 350 MeV/n_8,FociPerGy_Si 350 MeV/n_8,Bgd_Si 350 MeV/n_24,FociPerGy_Si 350 MeV/n_24,Bgd_Si 350 MeV/n_48,FociPerGy_Si 350 MeV/n_48,Bgd_Ar 350 MeV/n_4,FociPerGy_Ar 350 MeV/n_4,Bgd_Ar 350 MeV/n_8,FociPerGy_Ar 350 MeV/n_8,Bgd_Ar 350 MeV/n_24,FociPerGy_Ar 350 MeV/n_24,Bgd_Ar 350 MeV/n_48,FociPerGy_Ar 350 MeV/n_48,Bgd_Fe 600 MeV/n_4,FociPerGy_Fe 600 MeV/n_4,Bgd_Fe 600 MeV/n_8,FociPerGy_Fe 600 MeV/n_8,Bgd_Fe 600 MeV/n_24,FociPerGy_Fe 600 MeV/n_24,Bgd_Fe 600 MeV/n_48,FociPerGy_Fe 600 MeV/n_48,Bgd_X-ray_4,FociPerGy_X-ray_4,Bgd_X-ray_24,FociPerGy_X-ray_24,Bgd_X-ray_48,FociPerGy_X-ray_48
1,0,0,0.958144616,0.602609398,0.204693879,0.8200382,0.314451798,0.362501508,0.335825763,0.83373003,0.688400954,0.482026997,0.608680845,0.193459275,0.200550129,0.859001311,0.074435072,0.492675758,0.584890368,0.026270624,0.297431153,0.004133382,0.286023372,0.004634819,0.07880051,0.002015436,0.4905366,0.035270834,0.946586486,0.628484925,0.209428947,0.327382716
1,0,0,0.006091028,0.301512205,0.191193176,0.613542154,0.156761748,0.410547992,0.094171591,0.010935904,0.022153699,0.626439072,0.224975355,0.013947482,0.436552844,0.818503416,0.373735977,0.315689468,0.452974646,0.093890084,0.546870127,0.963400213,0.108976402,0.067811341,0.623513235,0.090253197,0.935109946,0.368775981,0.721832637,0.679467498,0.910836595,0.816769278
1,0,0,0.030767801,0.553342786,0.354602507,0.44986349,0.196656575,0.407084356,0.586320586,0.005623818,0.155709451,0.160373283,0.375440315,0.003619059,0.862997601,0.063071747,0.456062506,0.759711533,0.566808831,0.097969342,0.777480834,1.0,0.63224053,0.104502056,0.151186747,0.029826443,0.944823988,0.745441127,0.6160063,0.732531977,0.768581542,0.945530248
1,0,0,0.886993593,0.342493463,0.116438696,0.611576534,0.967613384,0.284547242,0.134704143,0.592946243,0.537669211,0.074302003,0.157248702,0.025364821,0.05318371,0.791678666,0.034929474,0.601621971,0.388045995,0.085632439,0.765172921,0.112393575,0.443813886,0.021297103,0.034982714,0.000966162,0.627465729,0.088326481,0.748211405,0.635116611,0.5776322,0.439680965
1,0,0,0.383518827,0.040089367,0.077366179,0.857904139,0.488631467,0.057322368,0.139242903,0.19922412,0.092576467,0.03534331,0.250759215,0.133332365,0.070618566,0.246763694,0.062809303,0.09275868,0.339018222,0.000707714,0.229604816,0.002964208,0.096875517,0.016615205,0.101525296,0.246763694,0.119157188,0.114099206,0.033479428,0.162450222,0.018317167,0.080581762
1,0,0,0.000170014,0.964528174,0.009756632,0.345911942,0.022119614,0.500235142,0.014276482,0.001357978,0.000422616,0.336860571,0.044347796,0.328180647,0.676068376,0.736374465,0.814121493,0.208783478,0.239787876,0.029383681,0.469636724,0.354651149,0.072836353,0.01745052,0.384042933,0.228411011,0.679580548,0.196412265,0.616192315,0.348661496,0.805694124,0.571917695
1,0,0,0.007911827,0.388868565,0.161318743,0.072336545,0.176329369,0.014013704,0.185277191,0.004374606,0.022236961,0.392656764,0.257136572,0.363858993,0.9680973,0.806640174,0.483865827,0.018530901,0.475563624,0.000106761,0.557153818,0.023927711,0.03398651,0.000173301,0.517911232,0.000106761,0.332246611,0.001551709,0.555039969,0.01413818,0.303828776,0.012441295
1,0,0,0.585714705,0.209068652,0.398848884,0.092776329,0.622168421,0.155634306,0.958309365,0.265945245,0.823388174,0.334233541,0.708111364,0.461823609,0.128718505,0.254884107,0.360384259,0.479454115,0.851461804,0.371468585,0.891101384,0.824987986,0.902560563,0.948817799,0.132390006,0.394974867,0.905740919,0.730942846,0.3559163,0.355269741,0.843499917,0.308185361
1,0,0,0.167364032,0.09149788,1.0,0.896610397,0.498611761,0.556291788,0.918321914,0.237033925,0.324061344,0.180577484,0.968947757,0.032159134,0.053987326,0.548815741,0.025583211,0.74247075,0.871109523,0.160241117,0.989638379,0.442746876,0.439961423,0.034361764,0.041630821,0.004269966,0.721214597,0.246976303,0.4800656,0.983057433,0.965833575,0.983057433
1,0,0,0.000750803,0.219975309,0.020665123,0.203313671,0.081455559,0.167492115,0.079068212,0.005030446,0.005298012,0.984695483,0.097920317,0.175443741,0.588548533,0.658926123,0.130087571,0.43847701,0.727950693,0.057140835,0.836601273,0.872988355,0.374055975,0.04758713,0.549248905,0.106380729,0.277068038,0.354332997,0.370287609,0.768643216,0.6412301,0.844549852
1,0,0,0.882515593,1.0,0.1486947,0.978551721,0.57716899,0.803544085,0.108332509,0.903766426,0.892823122,0.463208955,0.171744894,0.447759827,0.159987124,0.954274383,0.080873631,0.53622411,0.546314889,0.018496607,0.468076467,0.000383614,0.269668789,0.000963562,0.115973899,0.000714482,0.794295329,0.005082166,0.636984329,0.270943988,0.296814006,0.1989382
1,0,0,0.027195595,0.671902136,0.374773549,0.230946395,0.094530754,0.282667567,0.972550439,0.12327189,0.047502136,0.570626187,0.742819337,0.994802893,0.968591688,0.932516624,0.284633463,0.275304235,0.931993008,0.003192576,0.585662392,0.002916168,0.209941052,0.001124327,0.874854492,0.028174083,0.640759703,0.008689672,0.495440503,0.144178914,0.527411915,0.136390255
1,0,0,0.000126052,0.490856281,0.002074719,0.498522835,0.004202098,0.266380947,0.017433198,0.023051291,6.16e-05,0.235482731,0.005420699,0.743700825,0.839230954,0.597213098,0.243266819,0.351057834,0.488104554,0.015907039,0.62363018,0.278059652,0.229899712,0.017510466,0.979769912,0.175014035,0.290289863,0.353332103,0.135961468,0.977619277,0.842739153,0.82968328
1,0,0,0.020987548,0.373642167,0.36660193,0.271467965,0.069736216,0.387207092,0.561177214,0.053446132,0.029949686,0.385612057,0.560655551,0.739026659,0.633065254,0.705733539,0.916790767,0.159736301,0.68699373,0.005577584,0.295907222,0.007776622,0.079515753,0.002483552,0.535817485,0.093461391,0.722935262,0.015269522,0.914679138,0.064589221,0.322247221,0.092897016
1,0,0,0.759459293,0.585361501,0.14638438,0.893771412,0.465293131,1.0,0.307330004,0.801639508,0.692576558,0.672986047,0.292873684,0.231707294,0.40765917,0.772808605,0.575685058,0.316475188,1.0,0.023974977,0.169516898,0.001900777,0.083430795,0.002758478,0.511535727,0.006141257,0.208047923,0.010764763,0.534654245,0.099755322,0.125286158,0.114357169
1,0,0,0.126985615,0.453260609,0.032327086,0.155253383,0.299917468,0.651504105,0.624416378,0.245506107,0.345879456,0.934595752,0.322738574,0.68135819,0.454131652,0.355294294,0.572790761,0.267322037,0.345738666,0.23661872,0.271043552,0.043929688,0.131874859,0.091059356,0.192567142,0.000493749,0.005516631,0.032281427,0.170213126,0.079506497,0.061739115,0.083221232
1,0,0,0.003189041,0.97871746,0.068711802,0.484551158,0.039191586,0.962462795,0.61433782,0.122371687,0.01190281,0.774302618,0.379401928,0.632594107,0.529497769,0.913749066,0.060051809,0.697447252,0.671866643,0.263511214,0.812199205,0.388933233,0.943721285,0.113482394,0.897897073,0.893562532,0.012655451,0.634479969,0.031779613,0.547521372,0.401792065,0.475451469
1,0,0,0.003897752,0.925322796,0.139726246,0.204601857,0.066616147,0.115789176,0.243258583,0.035384889,0.002991203,0.062477185,0.259759579,0.586527005,0.584117447,0.569011877,0.737656076,0.017410212,0.346965737,8.61e-06,0.317800281,2.37e-05,0.016567428,2.34e-06,0.912826713,0.000118177,0.4715778,2.08e-05,0.826889408,0.002377959,0.13629717,0.003043146
1,0,0,0.000231337,0.778526175,0.014917394,0.425905852,0.023460909,0.570727355,0.101207251,0.032001949,0.000387871,0.320535163,0.091561162,0.943925642,0.974313478,0.43847701,0.241054071,0.380182134,0.549119593,0.010317509,0.831570432,0.038153382,0.216186358,0.002718086,0.933282834,0.083262554,0.188849239,0.041739208,0.087095832,0.351325721,0.988662469,0.471790428
1,0,0,0.821168435,0.131252776,0.144961476,0.258152426,0.522716097,0.281483491,0.070497468,0.779020484,0.755648757,0.223337144,0.528808063,0.036691043,0.841436006,0.158122785,0.952713123,0.865705235,0.841390329,0.158122785,0.385579669,0.03534331,0.272679158,0.032772294,0.15484416,0.009433679,0.16236408,0.198829881,0.856580157,0.299388857,0.122155942,0.529992079
1,0,0,0.002487426,0.546959179,0.133421183,0.243220203,0.04319774,0.178003264,0.076181608,0.00858356,0.001635878,0.024335466,0.157917922,0.86599526,0.239797746,0.786010999,0.428725978,0.006344396,0.118668769,1.4e-05,0.109982231,8.3e-05,0.002950715,5.29e-06,0.399336994,0.000688388,0.094252008,3.3e-05,0.485844823,0.000403667,0.051781959,0.001230432
1,0,0,0.002441452,0.120674436,0.062790794,0.717855649,0.027925774,0.226059955,0.654442405,0.039694734,0.006048372,0.45410755,0.09922424,0.079575015,0.540742578,0.183235377,0.863719855,0.39381724,0.97618886,0.89987194,0.893094706,0.705733539,0.970238974,0.609340035,0.887290786,0.568434883,0.117216165,0.34190006,0.033479428,0.394390057,0.644131369,0.130195049
1,0,0,0.018638385,0.048024711,0.349227168,0.92077446,0.068374458,0.822796198,0.829432243,0.038362314,0.02811921,0.944238002,0.29335513,0.197549936,0.245828374,0.111970644,0.588313588,0.549151638,0.844536075,0.043216804,0.566696761,0.074957174,0.236256627,0.02160108,0.88156275,0.101604368,0.597445157,0.214883967,0.467307888,0.190237004,0.28674606,0.439591729
1,0,0,0.242783086,0.8054781,0.61333228,0.523349853,0.204981048,0.295976723,0.709253196,0.715492606,0.268877563,0.18679413,0.671965063,0.069873817,0.165153794,0.907195443,0.184923388,0.657600445,0.820058445,0.635234706,0.475108578,0.314658393,0.499957735,0.176469602,0.706625594,0.559596394,0.384920107,0.708621559,0.394805262,0.620212808,0.971982982,0.470153746
1,0,0,0.036126936,0.971980053,0.894046087,0.551709281,0.106085049,0.57541866,0.341976831,0.227225506,0.021049152,0.901252766,0.633732528,0.18024766,0.493064258,0.545460135,0.700480448,0.331593893,0.292089194,0.030713739,0.162363076,0.013942384,0.034393213,0.00200392,0.886997788,0.011420211,0.570070308,0.023736431,0.813013824,0.197293929,0.251848347,0.36288199
1,0,0,9.52e-05,0.764497677,0.011753144,0.474194844,0.010978184,0.714317757,0.012838606,0.005407381,0.000105155,0.150600714,0.035931399,0.736191588,0.482847543,0.647812659,0.921828393,0.198626625,0.174278556,0.014003673,0.352943411,0.076114656,0.053337169,0.005268476,0.245233612,0.226398226,0.690686203,0.057570262,0.461575307,0.1718604,0.635262301,0.354998706
1,0,0,0.283498189,0.065804119,0.421204281,0.126909203,0.746248512,0.020193646,0.016617688,0.523530622,0.149925631,0.005726517,0.616502264,0.037209329,0.893286715,0.01393172,0.935831828,0.005420391,0.105406037,0.001697555,0.263220862,0.002583244,0.022022252,0.002435032,0.447166282,0.010820652,0.235113506,0.000212736,0.180295304,0.005049485,0.309975379,0.001537555
1,0,0,0.069657314,0.045583919,0.075850382,0.461165662,0.442784256,0.428662286,0.010738143,0.560957776,0.06038016,0.190456113,0.284631033,0.234231219,0.423357529,0.021632165,0.298187986,0.544523438,0.338048123,0.53463281,0.982076598,0.851634759,0.569495891,0.458905269,0.50546611,0.851634759,0.189569652,0.458241683,0.584368943,0.993648266,0.416142,0.87976511
1,0,0,0.019350203,0.08084648,0.004836938,0.890139081,0.217093598,0.654854186,0.213989524,0.034061837,0.029809357,0.45624593,0.009212088,0.832302884,0.011808982,0.126190562,0.072387001,0.747797622,0.643426244,0.677662196,0.514686376,0.054678047,0.660409286,0.255467067,0.268758056,0.083059326,0.609764515,0.083787328,0.368506491,0.824249391,0.709806907,0.391696373
1,0,0,0.067501299,0.342753153,0.916243038,0.114494136,0.16654306,0.101797022,0.967728243,0.257401695,0.042076486,0.488265471,0.386037978,0.030341936,1.0,0.557726177,0.776460835,0.969663442,0.456703989,0.261863544,0.442640446,0.207473249,0.194725416,0.05180065,0.353320848,0.02915092,0.504626465,0.450049887,0.289030832,0.581493757,0.288601921,0.898868328
1,0,0,0.208579418,0.239175027,0.671051769,0.131519474,0.240313179,0.04445687,0.458493877,0.605645479,0.218100763,0.050678142,0.924520615,0.013268422,0.512293163,0.217078261,0.569625587,0.199868939,0.764100385,0.91892534,0.886893464,0.931365295,0.918234321,0.610556057,0.411610553,0.748132704,0.417794462,0.479107537,0.06977036,0.258599703,0.887882885,0.079772432
1,0,0,0.002024271,0.566833625,0.062480194,0.53271137,0.023313757,0.906808995,0.215129349,0.044332203,0.004981812,0.970674879,0.221479109,0.396964786,1.0,0.842627959,0.423391828,0.982402429,0.864641568,0.34936697,0.727428837,0.591190029,0.509490988,0.191208436,0.362100055,0.653632832,0.086349345,0.806277316,0.190065374,0.793640635,0.626487621,0.566898647
1,0,0,0.025178508,0.606551777,0.453526396,0.810433217,0.070451254,0.458987084,0.833730829,0.280443051,0.051538646,0.395503008,0.727816938,0.130872361,0.37661579,0.859489296,0.221252924,0.830311324,0.92504042,0.495831949,0.534461447,0.416692202,0.440414731,0.180338469,0.917598033,0.888856806,0.187592147,0.813347868,0.324535904,0.614717079,0.884468691,0.490966919
1,0,0,0.001322304,0.918032519,0.010896095,0.603267483,0.003737639,0.723456306,0.073793631,0.046022255,0.001101583,0.912360013,0.02491181,0.180800453,0.943619406,0.595590924,0.293165624,0.944163402,0.911490007,0.489309241,0.557517917,0.609568491,0.620475254,0.476766859,0.413181872,0.405262543,0.086503511,0.421211627,0.217378769,0.161603651,0.647293062,0.233004288
1,0,0,0.002380939,0.883514277,0.200242378,0.799443534,0.042099147,0.799197983,0.119607274,0.071937407,0.00211586,0.5491965,0.242010685,0.292125895,0.835067225,0.562401272,0.781234716,0.240902518,0.226299572,0.015770596,0.170951093,0.027390914,0.023142145,0.0024137,0.827341486,0.03926018,0.790440419,0.035399928,0.748264275,0.197879134,0.318849036,0.351087699
1,0,0,0.143824344,0.32584496,0.099271936,0.052146749,0.440450103,0.029997592,0.15521376,0.054297306,0.136160913,0.00821894,0.165039471,0.13415199,0.017104204,0.666220815,0.061861356,0.019030971,0.296708786,0.006816444,0.475005387,0.088786436,0.120325322,0.083059326,0.090229895,0.319248007,0.111432808,0.022213806,0.11756335,0.002709431,0.200274677,0.002885884
1,0,0,0.303720607,0.228605927,0.620876516,0.107341581,0.264907804,0.03723983,0.248362833,0.706293435,0.332169546,0.038158759,1.0,0.008146275,0.487841205,0.214644637,0.530749438,0.209160385,0.665170672,0.727871775,0.857791817,0.98228586,0.98809327,0.630264058,0.256851083,0.662200862,0.502291549,0.396857712,0.104661453,0.288087916,0.953745583,0.103260964
1,0,0,0.00018383,0.209500227,0.014309259,0.779420612,0.016269049,0.478634838,0.10078377,0.005912013,0.000200254,0.542204502,0.013536173,0.224365647,0.190681033,0.513348067,0.468568897,0.664980821,0.264133693,0.115851876,0.678605297,0.423161341,0.203388942,0.057064312,0.711642008,0.286054714,0.811971984,0.53612946,0.127245867,0.463589707,0.62825538,0.987023622
1,0,0,0.218234548,0.047426554,0.137634448,0.528390911,0.52390914,0.504828442,0.547678085,0.064783593,0.191989301,0.11060329,0.087369134,0.755543871,0.003956233,0.113798423,0.012226602,0.193716523,0.434393349,0.138199926,0.79611844,0.65282259,0.394526788,0.519567927,0.339136899,0.53772891,0.081570061,0.485777026,0.42716303,0.043150856,0.210141985,0.109354894
1,0,0,0.662215487,0.025255532,0.425218882,0.612513617,0.682458845,0.917084882,0.564854186,0.246884476,0.851945733,0.858253358,0.423771465,0.786211928,0.032920287,0.026622007,0.098215756,0.941999272,0.753986492,0.973617859,0.825752111,0.430505466,0.703914586,0.438317762,0.386196764,0.29774475,0.667106397,0.36909843,0.770692633,0.750405152,0.764942468,0.976935613
1,0,0,0.176554113,0.048951724,0.055008454,0.982118979,0.358429518,0.32390607,0.922660776,0.196483525,0.395570151,0.453143429,0.136125591,0.411124714,0.100678577,0.030471265,0.395427053,0.082744184,0.471398085,0.048751635,0.264035779,0.00150215,0.087862659,0.00929681,0.334663108,0.000506093,0.071881461,0.000682771,0.184977585,0.051660549,0.189905066,0.01475705
1,0,0,0.030206056,0.067418466,0.008098487,0.937262785,0.263304192,0.569718782,0.331894192,0.057913751,0.047879135,0.707923233,0.014626007,0.732867371,0.016418607,0.090825881,0.117267183,0.510250118,0.839817252,0.408844898,0.433333649,0.016001638,0.448481815,0.108460575,0.29262765,0.018503063,0.427824205,0.021619085,0.296350844,0.471702162,0.519638469,0.187888968
1,0,0,0.149707532,0.039614016,0.022603194,0.766870768,0.185077858,0.310939687,0.888681038,0.369611764,0.245070879,0.66645799,0.043745212,0.599443002,0.049856354,0.021333454,0.303762127,0.086266785,0.558302028,0.058327453,0.405884263,0.002214809,0.090525086,0.007621303,0.217349914,0.000253303,0.082468494,0.000266546,0.193719621,0.026337035,0.286793348,0.010178186
1,0,0,0.274697645,0.072263473,0.231905906,0.485760139,0.547143606,0.82960081,0.166055243,0.924629405,0.444368618,0.835373853,0.881043356,0.555061249,0.096364254,0.091516224,0.037618188,0.330766262,0.796558988,0.261778262,0.577200695,0.186268112,0.39171165,0.35616558,0.495422563,0.023248038,0.003082704,0.273178962,0.239573649,0.053212839,0.045788593,0.099329897
1,0,0,0.333780958,0.219965823,0.395550508,0.292439669,0.386923471,0.558331115,0.543122646,0.31843759,0.189694042,0.888895845,0.847230866,0.118528932,0.624821724,0.457103363,0.33152921,0.141243198,0.34277564,0.003633176,0.152352655,0.000750532,0.019561858,0.000301025,0.232895827,9.63e-06,0.006521055,0.003402207,0.693346128,0.007259828,0.012148773,0.032615021
1,0,0,0.001425164,0.110315028,0.119410783,0.815526162,0.047480322,0.726152451,0.199579902,0.005141878,0.000939865,0.109482349,0.051166117,0.57796082,0.061334605,0.401265209,0.144017136,0.04697305,0.137621067,0.00018481,0.2720389,0.002198573,0.014053309,0.000103651,0.752159368,0.001022207,0.084705229,0.002950619,0.847399311,0.002774597,0.037977469,0.025435448
1,0,0,0.115842774,0.461908865,0.028243604,0.163253053,0.32744467,0.604115234,0.552956721,0.124843722,0.379985594,0.862443924,0.263483097,0.862443924,0.400352009,0.251652704,0.955770696,0.267322037,0.488109632,0.1766426,0.359883009,0.0018184,0.154552451,0.025862603,0.111951995,0.000191465,0.015757094,0.008557495,0.515900142,0.083221232,0.075842863,0.079506497
1,0,0,0.112774167,0.652457634,0.867424187,0.867402998,0.227947534,0.269244505,0.752479447,0.498415415,0.153829944,0.212976105,0.923325531,0.067197401,0.18355421,0.81492155,0.136794565,0.869171951,0.649047468,0.620983876,0.739373675,0.389742248,0.624074727,0.176673226,0.840521679,0.761529038,0.114620429,0.762240673,0.28269253,0.618494332,0.700381126,0.475584655
1,0,0,0.034768425,0.526012682,0.006205437,0.045100079,0.493851017,0.045932651,0.028171645,0.004324018,0.20386158,0.735943647,0.04220458,0.410241791,0.296855079,0.556403712,0.666093094,0.677662196,0.747690755,0.869185122,0.451083915,0.002282678,0.789663891,0.185041274,0.272167948,0.114944376,0.533368137,0.11235754,0.462349282,0.719696238,0.264273932,0.681661535
1,0,0,0.003116948,0.093188054,0.004333463,0.703492728,0.010240907,0.651182979,0.456228934,0.281160706,0.000610734,0.111043324,0.026266172,0.544523438,0.175639827,0.946317498,0.764654173,0.153023743,0.708233141,0.002327598,0.165937792,0.003972866,0.095124993,0.003972866,0.6427229,0.003972866,0.167124892,0.006800563,0.901878025,0.084393737,0.006473537,0.078514015
1,0,0,0.604641405,0.302965755,0.921975284,0.126984808,0.251219625,0.674366707,0.293874337,0.458340882,0.238076346,0.952531233,0.831088753,0.816904163,0.841501054,0.931477289,0.655070391,0.42277336,0.846671885,0.027575573,0.151478336,0.001125796,0.173782891,0.006592441,0.059243719,8.86e-05,0.045284704,0.008271347,0.935502002,0.232539121,0.003991673,0.16569696
1,0,0,0.987524862,0.037612343,0.077256708,0.968803474,0.501358225,0.77809872,0.263485534,0.536839568,0.970447059,0.923851981,0.381929057,0.291724115,0.136404916,0.145329411,0.733122193,0.422141453,0.159066088,0.44821585,0.80093212,0.34936697,0.172652421,0.101847479,0.958634965,0.129505758,0.927734207,0.188882363,0.993424373,0.309474522,0.48837525,0.544906403
1,0,0,0.201932889,0.131062455,0.986947555,0.245187696,0.863610103,0.934725374,0.110623022,0.100153724,0.397061067,0.85812565,0.937496231,0.450193833,0.350748637,0.459620194,0.396870738,0.931873382,0.494980102,0.845934457,0.509732687,0.488540087,0.875344508,0.773642135,0.296985752,0.226369052,0.027918411,0.702890682,0.262669901,0.702890682,0.022820198,0.429875579
1,0,0,0.184664119,0.583419713,0.971009074,0.898731303,0.927604124,0.247951233,0.398026749,0.062527497,0.396571793,0.255463441,0.700562327,0.057315768,0.759686354,0.634440828,0.840623316,0.285928549,0.612115619,0.24108887,0.186552416,0.059718358,0.587806311,0.550630432,0.799917449,0.136287569,0.023677268,0.067482863,0.029542836,0.271714637,0.012752289,0.049396364
1,0,0,0.042828867,0.418497766,0.545124518,0.840075855,0.743090994,0.590210978,0.037874114,0.012562922,0.061287006,0.671812761,0.205344966,0.238174012,0.639888437,0.792012528,0.429042024,0.683525397,0.082777013,0.637150368,0.544842484,0.671812761,0.405930372,0.348597151,0.628394589,0.683525397,0.493620635,1.0,0.165728688,0.502945423,0.19986753,0.828046488
1,0,0,0.13943203,0.479885127,0.03054134,0.176575929,0.357560704,0.617203247,0.63143851,0.139444853,0.436860512,0.81280327,0.295435001,0.711713483,0.403647703,0.241235357,0.961711466,0.241235357,0.459681166,0.138278128,0.371639446,0.001332656,0.152525769,0.021529691,0.149929382,0.000206837,0.018068541,0.006456101,0.583882724,0.085847268,0.074334083,0.089958093
1,0,0,0.450416072,0.074664324,0.018016613,0.907044689,0.370901101,0.440562121,0.944162047,0.931796842,0.342916521,0.141243198,0.086961868,0.115034172,0.028291717,0.430734106,0.210309983,0.632523207,0.806777401,0.502971242,0.766744111,0.808266061,0.899734431,0.808266061,0.778279613,0.900527629,0.224739078,0.794652137,0.57156681,0.568851131,0.099043652,0.387731881
1,0,0,0.391232182,0.403246858,0.014209509,0.251623348,0.312664737,0.056202644,0.373672855,0.955271004,0.286314417,0.017676301,0.179457299,0.009853966,0.103904927,0.743549282,0.519181709,0.176012912,0.975515035,0.123823175,0.411370635,0.224626163,0.617961969,0.578405298,0.276041863,0.801780614,0.27105299,0.128496792,0.155103344,0.23168331,0.093521606,0.062277164
1,0,0,0.905961121,0.006941174,0.202955829,0.947655254,0.762719602,0.344268079,0.212295538,0.258984478,0.505450651,0.16493675,0.880154983,0.350068792,0.285550592,0.172798539,0.513276955,0.432944486,0.222765685,0.911009814,0.473334192,0.157341027,0.268726089,0.198019176,0.706224233,0.46285084,1.0,0.076070573,0.24443815,0.276592401,0.587529355,0.314073293
